id_pelicula,titulo,popularidad,promedio_votos,presupuesto,ingresos,codigo_idioma_iso,nombre_compania_produccion,nombre_pais,fecha_estreno,director,porcentage_ganancias,Action,Adventure,Animation,Comedy,Crime,Desconocido,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
100042,Dumb and Dumber To,15.4,5.4,40000000,169837010,en,New Line Cinema,United States of America,2014-11-12,Bobby Farrelly,424.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64690,Drive,15.39,7.400000000000001,15000000,78054825,en,Bold Films,United States of America,2011-08-06,Nicolas Winding Refn,520.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Troy,15.39,6.9,175000000,497409852,en,Plan B Entertainment,United States of America,2004-05-13,Wolfgang Petersen,284.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,The Matrix Revolutions,15.37,6.4,150000000,424988211,en,Village Roadshow Pictures,United States of America,2003-11-05,Lilly Wachowski,283.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,From Dusk Till Dawn,15.34,6.9,19000000,25836616,en,A Band Apart,United States of America,1996-01-19,Robert Rodriguez,135.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3093,Basic Instinct 2,15.32,4.6,70000000,38629478,en,Intermedia Films,Germany,2006-03-29,Michael Caton-Jones,55.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9950,Find Me Guilty,15.300000000000002,6.5,13000000,2636637,en,One Race Productions,Germany,2006-03-16,Sidney Lumet,20.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68737,Seventh Son,15.300000000000002,5.2,95000000,114178613,en,Legendary Pictures,China,2014-12-12,Sergei Bodrov,120.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,48 Hrs.,15.3,6.5,12000000,78868508,en,Paramount Pictures,United States of America,1982-12-07,Walter Hill,657.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23830,Last Night,15.28,6.099999999999999,7000000,7644937,en,Gaumont,France,2010-05-11,Massy Tadjedin,109.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339964,Valerian and the City of a Thousand Planets,15.26,6.7,197471676,90024292,fr,EuropaCorp,France,2017-07-20,Luc Besson,45.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10731,The Client,15.26,6.400000000000001,45000000,117615211,en,Regency Enterprises,United States of America,1994-07-20,Joel Schumacher,261.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11036,The Notebook,15.24,7.7,29000000,115603229,en,New Line Cinema,United States of America,2004-06-25,Nick Cassavetes,398.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11893,Runaway Train,15.24,7.0,9000000,7936012,en,Cannon Group,Israel,1985-11-15,Andrei Konchalovsky,88.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9361,The Last of the Mohicans,15.23,7.1,40000000,75505856,en,Morgan Creek Productions,United States of America,1992-09-25,Michael Mann,188.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11249,Seed of Chucky,15.22,4.9,12000000,24829644,en,Rogue Pictures,Romania,2004-11-11,Don Mancini,206.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Stand by Me,15.21,7.8,8000000,52287414,en,Columbia Pictures,United States of America,1986-08-22,Rob Reiner,653.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58224,Mr. Popper's Penguins,15.21,5.7,55000000,187361754,en,Twentieth Century Fox Film Corporation,United States of America,2011-06-17,Mark Waters,340.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6520,First Knight,15.18,5.9,55000000,127600435,en,Columbia Pictures Corporation,United States of America,1995-07-07,Jerry Zucker,232.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10937,Barfly,15.17,7.3,3000000,3221568,en,Zoetrope Studios,United States of America,1987-09-02,Barbet Schroeder,107.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353070,Going in Style,15.16,6.6,25000000,84618541,en,New Line Cinema,United States of America,2017-04-06,Zach Braff,338.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,The Princess Bride,15.15,7.599999999999999,16000000,30857814,en,Act III Communications,United States of America,1987-09-18,Rob Reiner,192.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19899,Couples Retreat,15.15,5.3,70000000,171844840,en,Universal Pictures,United States of America,2009-09-19,Peter Billingsley,245.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,Die Hard: With a Vengeance,15.14,6.900000000000001,90000000,366101666,en,Twentieth Century Fox Film Corporation,United States of America,1995-05-19,John McTiernan,406.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37735,Easy A,15.14,6.7,8000000,74952305,en,Screen Gems,United States of America,2010-09-10,Will Gluck,936.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140823,Saving Mr. Banks,15.13,7.3,35000000,112544580,en,Walt Disney Pictures,Australia,2013-11-16,John Lee Hancock,321.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10128,Alien Nation,15.13,5.9,16000000,32155047,en,Twentieth Century Fox Film Corporation,United States of America,1988-10-07,Graham Baker,200.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Mary Poppins,15.12,7.4,6000000,102272727,en,Walt Disney Productions,United States of America,1964-08-27,Robert Stevenson,1704.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,Bill & Ted's Excellent Adventure,15.11,6.7,10000000,40485039,en,Orion Pictures,United States of America,1989-02-17,Stephen Herek,404.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209185,The Grand Seduction,15.11,6.7,12700000,3430018,en,Max Films Productions,Canada,2014-05-30,Don McKellar,27.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9870,Forgetting Sarah Marshall,15.11,6.400000000000001,30000000,105173115,en,Universal Pictures,United States of America,2008-04-17,Nicholas Stoller,350.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18487,The Taking of Pelham 1 2 3,15.1,6.2,100000000,150166126,en,Columbia Pictures,United States of America,2009-06-11,Tony Scott,150.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9836,Happy Feet,15.09,5.9,100000000,384335608,en,Kennedy Miller Productions,Australia,2006-11-16,George Miller,384.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Good Will Hunting,15.06,7.900000000000001,10000000,225933435,en,Miramax Films,Canada,1997-12-05,Gus Van Sant,2259.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,The Day After Tomorrow,15.05,6.2,125000000,544272402,en,Lions Gate Films,United States of America,2004-05-26,Roland Emmerich,435.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,The Kid,15.05,6.0,65000000,69700000,en,Walt Disney Pictures,United States of America,2000-07-07,Jon Turteltaub,107.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36647,Blade,15.04,6.5,45000000,131183530,ru,New Line Cinema,United States of America,1998-08-21,Stephen Norrington,291.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267860,London Has Fallen,15.04,5.8,60000000,205754447,en,Millennium Films,Bulgaria,2016-03-02,Babak Najafi,342.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,It's a Wonderful Life,15.03,8.0,3180000,9644124,en,RKO Radio Pictures,United States of America,1946-12-20,Frank Capra,303.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Seven Samurai,15.02,8.2,2000000,271841,ja,Toho Company,Japan,1954-04-26,Akira Kurosawa,13.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,Misery,15.02,7.599999999999999,20000000,61276872,en,Columbia Pictures,United States of America,1990-11-28,Rob Reiner,306.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
298312,The Visit,15.02,6.0,5000000,98450062,en,Blumhouse Productions,United States of America,2015-09-10,M. Night Shyamalan,1969.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
888,The Flintstones,15.02,5.0,46000000,341631208,en,Universal Pictures,United States of America,1994-05-26,Brian Levant,742.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187,Sin City,15.01,7.2,40000000,158733820,en,Dimension Films,United States of America,2005-04-01,Robert Rodriguez,396.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74725,Kill List,15.01,6.0,500000,171760,sv,Rook Films,United Kingdom,2011-09-02,Ben Wheatley,34.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
364,Batman Returns,15.0,6.6,80000000,280000000,en,PolyGram Filmed Entertainment,United Kingdom,1992-06-19,Tim Burton,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250124,The Diary of a Teenage Girl,14.99,6.8,2000000,1477002,en,Caviar Films,United States of America,2015-08-07,Marielle Heller,73.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13922,The Great Raid,14.99,6.8,80000000,10166502,en,Lawrence Bender Productions,United States of America,2005-08-12,John Dahl,12.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320588,"Hello, My Name Is Doris",14.99,6.5,1000000,14444999,en,Red Crown Productions,United States of America,2015-11-27,Michael Showalter,1444.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85889,Filth,14.970000000000002,6.8,5000000,9114264,en,Egoli Tossell Film AG,United Kingdom,2013-09-23,Jon S. Baird,182.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49948,Fantasia 2000,14.97,7.0,80000000,90874570,en,Walt Disney Pictures,United States of America,1999-12-17,James Algar,113.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4547,Panic Room,14.97,6.6,48000000,196397415,en,Hofflund/Polone,United States of America,2002-03-29,David Fincher,409.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,City of God,14.96,8.2,3300000,30641770,pt,O2 Filmes,Brazil,2002-02-05,Fernando Meirelles,928.54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20766,The Road,14.96,6.8,32000000,27635305,en,2929 Productions,United States of America,2009-11-25,John Hillcoat,86.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9532,Final Destination,14.96,6.400000000000001,23000000,53302314,en,New Line Cinema,United States of America,2000-03-16,James Wong,231.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9208,Broken Arrow,14.96,5.7,50000000,150270147,en,Twentieth Century Fox Film Corporation,United States of America,1996-02-09,John Woo,300.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Saw III,14.94,6.099999999999999,10000000,163876815,en,Lions Gate Films,United States of America,2006-10-27,Darren Lynn Bousman,1638.7699999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190955,Blood Ties,14.93,6.0,25500000,2415472,es,Wild Bunch,France,2013-08-22,Guillaume Canet,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201088,Blackhat,14.93,5.1,70000000,17752940,en,Universal Pictures,United States of America,2015-01-13,Michael Mann,25.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,Gangs of New York,14.92,7.099999999999999,100000000,193772504,en,Miramax Films,United States of America,2002-12-14,Martin Scorsese,193.77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7551,Déjà Vu,14.92,6.599999999999999,75000000,180557550,en,Jerry Bruckheimer Films,United States of America,2006-11-22,Tony Scott,240.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86834,Noah,14.92,5.5,125000000,362637473,en,Paramount Pictures,United States of America,2014-03-20,Darren Aronofsky,290.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98548,People Like Us,14.91,6.6,16000000,12434778,en,DreamWorks SKG,United States of America,2012-06-29,Alex Kurtzman,77.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13665,Arthur,14.91,6.5,7000000,95461682,en,Orion Pictures,United States of America,1981-07-17,Steve Gordon,1363.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169917,A Walk Among the Tombstones,14.91,6.2,28000000,53181600,en,Double Feature Films,United States of America,2014-09-18,Scott Frank,189.93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Shaun of the Dead,14.9,7.5,4000000,30039392,en,Universal Pictures,United Kingdom,2004-04-09,Edgar Wright,750.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138843,The Conjuring,14.9,7.400000000000001,13000000,318000141,en,New Line Cinema,United States of America,2013-07-18,James Wan,2446.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9549,The Right Stuff,14.9,7.4,27000000,21500000,en,Warner Bros.,United States of America,1983-10-20,Philip Kaufman,79.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,Live Free or Die Hard,14.890000000000002,6.4,110000000,383531464,en,Ingenious Film Partners,United Kingdom,2007-06-20,Len Wiseman,348.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49040,The Bourne Legacy,14.89,6.0,130000000,276572938,en,Universal Pictures,United States of America,2012-08-08,Tony Gilroy,212.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64686,47 Ronin,14.89,5.9,175000000,150962475,en,Mid Atlantic Films,United States of America,2013-12-06,Carl Rinsch,86.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265177,Mommy,14.88,8.2,4900000,3494070,fr,Téléfilm Canada,Canada,2014-05-22,Xavier Dolan,71.31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76163,The Expendables 2,14.88,6.1,100000000,312573423,en,Nu Image Films,United States of America,2012-08-08,Simon West,312.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,Sweet November,14.84,6.4,40000000,65754228,en,Bel Air Entertainment,United States of America,2001-02-16,Pat O'Connor,164.39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,The Blair Witch Project,14.84,6.3,60000,248000000,en,Artisan Entertainment,United States of America,1999-07-14,Daniel Myrick,413333.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2649,The Game,14.83,7.5,50000000,109423648,cn,PolyGram Filmed Entertainment,United States of America,1997-09-12,David Fincher,218.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122081,Spring Breakers,14.83,5.0,5000000,31724284,en,RabbitBandini Productions,France,2013-01-24,Harmony Korine,634.49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,The Pianist,14.81,8.1,35000000,120072577,en,Bac Films,France,2002-09-24,Roman Polanski,343.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22970,The Cabin in the Woods,14.81,6.6,30000000,66486080,en,Lionsgate,United States of America,2012-04-12,Drew Goddard,221.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10428,Hackers,14.81,6.2,20000000,7563728,en,United Artists,United States of America,1995-09-14,Iain Softley,37.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262841,Monster Trucks,14.8,6.0,125000000,64493915,en,Paramount Pictures,United States of America,2016-12-21,Chris Wedge,51.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152532,Dallas Buyers Club,14.79,7.9,5000000,55198285,en,Universal Studios,United States of America,2013-09-07,Jean-Marc Vallée,1103.97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13223,Gran Torino,14.79,7.8,33000000,269958228,en,Village Roadshow Pictures,United States of America,2008-12-09,Clint Eastwood,818.0600000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Indiana Jones and the Last Crusade,14.79,7.599999999999999,48000000,474171806,de,Lucasfilm,United States of America,1989-05-24,Steven Spielberg,987.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,Thelma & Louise,14.79,7.2,16000000,45361000,en,Pathé Entertainment,United States of America,1991-05-24,Ridley Scott,283.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11351,Jeepers Creepers 2,14.79,5.5,17000000,63102666,en,United Artists,United States of America,2003-08-08,Victor Salva,371.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1368,First Blood,14.78,7.2,15000000,125212904,en,Orion Pictures,United States of America,1982-10-22,Ted Kotcheff,834.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,Stardust,14.78,7.2,70000000,135560026,en,Paramount Pictures,Iceland,2007-08-09,Matthew Vaughn,193.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,Rocky,14.77,7.5,1000000,117235147,en,United Artists,United States of America,1976-11-21,John G. Avildsen,11723.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259693,The Conjuring 2,14.77,7.0,40000000,320170008,en,New Line Cinema,Canada,2016-05-13,James Wan,800.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49519,The Croods,14.76,6.8,135000000,585178928,en,DreamWorks Animation,United States of America,2013-03-20,Chris Sanders,433.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27578,The Expendables,14.76,6.0,80000000,274470394,en,Millennium Films,United States of America,2010-08-03,Sylvester Stallone,343.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8456,Never Back Down,14.75,6.5,20000000,41627431,en,Summit Entertainment,United States of America,2008-03-04,Jeff Wadlow,208.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138103,The Expendables 3,14.75,6.099999999999999,90000000,206172544,en,Davis-Films,France,2014-08-04,Patrick Hughes,229.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Big Fish,14.74,7.6,70000000,122919055,en,Columbia Pictures,United States of America,2003-12-25,Tim Burton,175.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11371,The Score,14.74,6.7,68000000,71069884,en,Paramount Pictures,Germany,2001-07-13,Frank Oz,104.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9844,The Opposite of Sex,14.73,5.9,5000000,5879254,en,,United States of America,1998-05-22,Don Roos,117.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109091,The Counselor,14.720000000000002,5.0,25000000,71009334,en,Ingenious Media,United Kingdom,2013-10-25,Ridley Scott,284.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2900,The Astronaut's Wife,14.71,5.5,75000000,19598588,en,New Line Cinema,United States of America,1999-08-26,Rand Ravich,26.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,The Sea Inside,14.7,7.2,12806000,38535221,gl,Canal Plus,Spain,2004-09-03,Alejandro Amenábar,300.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140300,Kung Fu Panda 3,14.7,6.7,145000000,521170825,en,Twentieth Century Fox Film Corporation,China,2016-01-23,Jennifer Yuh Nelson,359.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,The Hours,14.69,7.0,25000000,41597830,en,Paramount Pictures,United States of America,2002-12-27,Stephen Daldry,166.39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
710,GoldenEye,14.69,6.599999999999999,58000000,352194034,en,United Artists,United Kingdom,1995-11-16,Martin Campbell,607.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38757,Tangled,14.68,7.4,260000000,591794936,en,Walt Disney Pictures,United States of America,2010-11-24,Byron Howard,227.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49529,John Carter,14.67,6.1,260000000,284139100,en,Walt Disney Pictures,United States of America,2012-03-07,Andrew Stanton,109.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360,Dumbo,14.660000000000002,6.8,812000,1600000,en,RKO Radio Pictures,United States of America,1941-10-22,Samuel Armstrong,197.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203801,The Man from U.N.C.L.E.,14.66,7.1,75000000,108145109,it,Davis Entertainment,United States of America,2015-08-13,Guy Ritchie,144.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13342,Fast Times at Ridgemont High,14.66,7.0,4500000,27092880,en,Universal Pictures,United States of America,1982-08-13,Amy Heckerling,602.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75612,Oblivion,14.65,6.4,120000000,286168572,en,Universal Pictures,United States of America,2013-04-10,Joseph Kosinski,238.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314365,Spotlight,14.63,7.8,20000000,88346473,en,Universal Pictures,Canada,2015-11-06,Tom McCarthy,441.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13405,The Children of Huang Shi,14.62,6.5,40000000,7400000,ja,Australian Film Finance Corporation,Australia,2008-07-03,Roger Spottiswoode,18.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19997,Niagara,14.61,6.7,1250000,8500000,en,Twentieth Century Fox Film Corporation,United States of America,1953-01-26,Henry Hathaway,680.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10529,Outlander,14.61,6.1,50000000,7033683,en,Ascendant Pictures,Germany,2008-04-24,Howard McCain,14.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1892,Return of the Jedi,14.59,7.9,32350000,572700000,en,Lucasfilm,United States of America,1983-05-23,Richard Marquand,1770.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345920,Collateral Beauty,14.58,6.900000000000001,36000000,87416021,en,New Line Cinema,United States of America,2016-12-06,David Frankel,242.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10634,Friday,14.57,7.0,3500000,28215918,en,New Line Cinema,United States of America,1995-04-26,F. Gary Gray,806.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388399,Patriots Day,14.550000000000002,6.8,45000000,50548152,ar,CBS Films,Hong Kong,2016-12-12,Peter Berg,112.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325348,Hardcore Henry,14.54,6.2,10000000,14333790,en,Bazelevs Production,Russia,2015-09-12,Ilya Naishuller,143.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356305,Why Him?,14.53,6.3,38000000,118034273,en,Twentieth Century Fox Film Corporation,United States of America,2016-12-22,John Hamburg,310.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228967,The Interview,14.53,6.1,44000000,12342632,ko,Columbia Pictures,United States of America,2014-12-25,Seth Rogen,28.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9475,Scent of a Woman,14.51,7.3,31000000,134095253,en,Universal Pictures,United States of America,1992-12-23,Martin Brest,432.57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Hook,14.51,6.7,70000000,300854823,en,Amblin Entertainment,United States of America,1991-12-11,Steven Spielberg,429.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22798,Whip It,14.51,6.7,15000000,16633035,en,Dune Entertainment,United States of America,2009-09-13,Drew Barrymore,110.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Metropolis,14.49,8.0,92620000,650422,xx,Paramount Pictures,Germany,1927-01-10,Fritz Lang,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82693,Silver Linings Playbook,14.49,7.0,21000000,205738714,en,The Weinstein Company,United States of America,2012-09-08,David O. Russell,979.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127380,Finding Dory,14.48,6.8,200000000,1028570889,en,Walt Disney Pictures,United States of America,2016-06-16,Andrew Stanton,514.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Swimming Pool,14.48,6.5,7800000,22441323,en,France 2 Cinéma,France,2003-05-18,François Ozon,287.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11412,The Long Kiss Goodnight,14.48,6.400000000000001,65000000,89456761,en,New Line Cinema,United States of America,1996-10-11,Renny Harlin,137.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Million Dollar Baby,14.470000000000002,7.7,30000000,216763646,en,Lakeshore Entertainment,United States of America,2004-12-15,Clint Eastwood,722.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
944,Lethal Weapon 4,14.470000000000002,6.3,140000000,285444603,en,Silver Pictures,United States of America,1998-07-10,Richard Donner,203.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228194,The Hundred-Foot Journey,14.47,7.3,22000000,88880821,hi,Amblin Entertainment,India,2014-08-06,Lasse Hallström,404.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
