id_pelicula,titulo,popularidad,promedio_votos,cantidad_votos,presupuesto,ingresos,codigo_idioma_iso,nombre_compania_produccion,nombre_pais,fecha_estreno,nombre_actor,director,porcentage_ganancias,Action,Adventure,Animation,Comedy,Crime,Desconocido,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
771,Home Alone,0.7,7.1,2487.0,18000000,476684675,en,Twentieth Century Fox Film Corporation,United States of America,1990-11-09,Macaulay Culkin,Chris Columbus,2648.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Home Alone 2: Lost in New York,13.29,6.3,2459.0,18000000,358991681,en,Twentieth Century Fox Film Corporation,United States of America,1992-11-19,Macaulay Culkin,Chris Columbus,1994.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Little Miss Sunshine,5.32,7.5,1728.0,8000000,100523181,en,Fox Searchlight Pictures,United States of America,2006-07-26,Greg Kinnear,Jonathan Dayton,1256.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Gattaca,12.89,7.5,1846.0,36000000,12532777,en,Columbia Pictures,United States of America,1997-09-07,Ethan Hawke,Andrew Niccol,34.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
783,Gandhi,12.38,7.400000000000001,730.0,22000000,77737889,en,Columbia Pictures,India,1982-11-30,Ben Kingsley,Richard Attenborough,353.3500000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Almost Famous,9.09,7.400000000000001,807.0,60000000,47383689,en,Columbia Pictures,United States of America,2000-09-15,Kate Hudson,Cameron Crowe,78.97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Mr. & Mrs. Smith,15.720000000000002,6.5,3048.0,110000000,478207520,en,Weed Road Pictures,United States of America,2005-06-07,Angelina Jolie,Doug Liman,434.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Mrs. Doubtfire,11.17,7.0,1638.0,25000000,441286195,en,Twentieth Century Fox Film Corporation,United States of America,1993-11-24,Robin Williams,Chris Columbus,1765.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,The Fog,9.19,6.400000000000001,318.0,1000000,21378361,en,AVCO Embassy Pictures,United States of America,1980-02-08,Adrienne Barbeau,John Carpenter,2137.84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
791,The Fog,9.93,3.7999999999999994,191.0,18000000,46201432,en,Revolution Studios,Canada,2005-10-14,Tom Welling,Rupert Wainwright,256.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
792,Platoon,18.21,7.5,1236.0,6000000,138530565,en,Orion Pictures,United Kingdom,1986-12-18,Tom Berenger,Oliver Stone,2308.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Blue Velvet,7.88,7.7,758.0,6000000,8551228,en,De Laurentiis Entertainment Group (DEG),United States of America,1986-08-01,Isabella Rossellini,David Lynch,142.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,The Omen,16.64,7.2,485.0,2800000,60922980,en,Twentieth Century Fox Film Corporation,United Kingdom,1976-06-06,Gregory Peck,Richard Donner,2175.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
795,City of Angels,8.23,6.5,537.0,55000000,198685114,en,Atlas Entertainment,United States of America,1998-04-10,Nicolas Cage,Brad Silberling,361.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Cruel Intentions,8.18,6.6,848.0,10500000,75902208,vi,Columbia Pictures,United States of America,1999-03-05,Sarah Michelle Gellar,Roger Kumble,722.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
801,"Good Morning, Vietnam",9.02,7.1,658.0,13000000,123922370,en,Silver Screen Partners III,United States of America,1987-12-23,Robin Williams,Barry Levinson,953.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,Lolita,9.55,7.3,409.0,2000000,9250000,en,Seven Arts Productions,United Kingdom,1962-06-13,James Mason,Stanley Kubrick,462.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Roman Holiday,11.95,7.8,502.0,1500000,12000000,en,Paramount Pictures,United States of America,1953-09-02,Gregory Peck,William Wyler,800.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Rosemary's Baby,11.5,7.5,892.0,3200000,33395426,en,Paramount Pictures,United States of America,1968-06-12,Mia Farrow,Roman Polanski,1043.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
806,The Omen,5.67,5.3,287.0,25000000,119188334,en,Twentieth Century Fox Film Corporation,United States of America,2006-06-06,Liev Schreiber,John Moore,476.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Se7en,18.46,8.1,5915.0,33000000,327311859,en,New Line Cinema,United States of America,1995-09-22,Brad Pitt,David Fincher,991.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Shrek,17.99,7.3,4183.0,60000000,484409218,en,DreamWorks SKG,United States of America,2001-05-16,Mike Myers,Andrew Adamson,807.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Shrek 2,16.23,6.7,3082.0,150000000,919838758,en,DreamWorks SKG,United States of America,2004-05-19,Mike Myers,Andrew Adamson,613.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Shrek the Third,14.07,6.0,2355.0,160000000,798958165,en,DreamWorks SKG,United States of America,2007-05-17,Mike Myers,Chris Miller,499.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
812,Aladdin,16.36,7.4,3495.0,28000000,504050219,en,Walt Disney Pictures,United States of America,1992-11-25,Scott Weinger,Ron Clements,1800.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,Airplane!,13.06,7.099999999999999,1104.0,3500000,83453539,en,Paramount Pictures,United States of America,1980-07-02,Robert Hays,Jim Abrahams,2384.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,An American Werewolf in London,13.39,7.2,571.0,10000000,31973249,en,Universal Pictures,United Kingdom,1981-08-21,David Naughton,John Landis,319.73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
816,Austin Powers: International Man of Mystery,11.75,6.5,1033.0,16500000,67683989,en,New Line Cinema,Germany,1997-05-02,Mike Myers,Jay Roach,410.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
817,Austin Powers: The Spy Who Shagged Me,13.98,6.1,1034.0,33000000,310940086,de,New Line Cinema,United States of America,1999-06-08,Mike Myers,Jay Roach,942.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Austin Powers in Goldmember,8.79,5.9,997.0,63000000,296655431,en,New Line Cinema,United States of America,2002-07-26,Mike Myers,Jay Roach,470.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Sleepers,9.2,7.3,729.0,44000000,165615285,en,Propaganda Films,United States of America,1996-10-18,Robert De Niro,Barry Levinson,376.3999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,JFK,13.81,7.5,513.0,40000000,205405498,en,Camelot Productions,United States of America,1991-12-20,Kevin Costner,Oliver Stone,513.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Judgment at Nuremberg,9.7,7.6,161.0,3000000,10000000,en,United Artists,Germany,1961-12-01,Spencer Tracy,Stanley Kramer,333.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
824,Moulin Rouge!,13.69,7.400000000000001,1348.0,52500000,179213434,fr,Bazmark Films,Australia,2001-03-09,Nicole Kidman,Baz Luhrmann,341.35999999999996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Playing by Heart,3.01,6.6,49.0,20000000,3970078,en,Morpheus,United States of America,1998-12-30,Gillian Anderson,Willard Carroll,19.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
826,The Bridge on the River Kwai,8.85,7.7,554.0,3000000,27200000,ja,Columbia Pictures Corporation,United Kingdom,1957-10-02,William Holden,David Lean,906.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Chinatown,12.29,7.900000000000001,939.0,6000000,30000000,es,Paramount Pictures,United States of America,1974-06-20,Jack Nicholson,Roman Polanski,500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,Forbidden Planet,6.38,7.2,238.0,1900000,3250000,en,Metro-Goldwyn-Mayer (MGM),United States of America,1956-03-15,Walter Pidgeon,Fred M. Wilcox,171.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,Underworld: Evolution,12.5,6.400000000000001,1548.0,50000000,111340801,en,Lakeshore Entertainment,United States of America,2006-01-12,Kate Beckinsale,Len Wiseman,222.67999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
837,Videodrome,7.95,7.1,464.0,5952000,2120439,en,Universal Pictures,Canada,1983-02-04,James Woods,David Cronenberg,35.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
838,American Graffiti,9.19,6.900000000000001,330.0,777000,140000000,en,Lucasfilm,United States of America,1973-08-01,Richard Dreyfuss,George Lucas,18018.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,Close Encounters of the Third Kind,10.61,7.2,1122.0,20000000,303788635,hi,Columbia Pictures Corporation,United States of America,1977-11-16,Richard Dreyfuss,Steven Spielberg,1518.9399999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
841,Dune,9.26,6.5,576.0,40000000,30925690,en,Dino De Laurentiis Company,United States of America,1984-12-14,Kyle MacLachlan,David Lynch,77.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,2046,7.16,6.9,208.0,12000000,19271312,cn,Paradis Films,Germany,2004-05-20,Tony Leung Chiu-Wai,Wong Kar-wai,160.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
845,Strangers on a Train,15.42,7.6,379.0,1200000,7000000,fr,Warner Bros.,United States of America,1951-06-18,Farley Granger,Alfred Hitchcock,583.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,The X Files,12.31,6.6,494.0,66000000,189198313,en,Twentieth Century Fox Film Corporation,Canada,1998-06-19,David Duchovny,Rob Bowman,286.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
847,Willow,9.92,6.900000000000001,484.0,35000000,57269863,en,Lucasfilm,United States of America,1988-05-01,Warwick Davis,Ron Howard,163.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,Dragonslayer,3.38,6.5,69.0,18000000,14110013,en,Paramount Pictures,United Kingdom,1981-06-26,Peter MacNicol,Matthew Robbins,78.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
849,Krull,9.85,5.8,130.0,27000000,16519460,en,Columbia Pictures Corporation,Spain,1983-07-29,Ken Marshall,Peter Yates,61.18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
853,Enemy at the Gates,10.699999999999998,7.2,1023.0,68000000,96976270,de,Paramount Pictures,Ireland,2001-03-13,Jude Law,Jean-Jacques Annaud,142.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
854,The Mask,14.13,6.6,2550.0,23000000,351583407,sv,New Line Cinema,United States of America,1994-07-29,Jim Carrey,Chuck Russell,1528.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
855,Black Hawk Down,10.06,7.2,1832.0,92000000,172989651,en,Jerry Bruckheimer Films,United Kingdom,2001-12-28,Josh Hartnett,Ridley Scott,188.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Who Framed Roger Rabbit,16.79,7.2,1466.0,70000000,329803958,en,Amblin Entertainment,United States of America,1988-06-21,Bob Hoskins,Robert Zemeckis,471.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
857,Saving Private Ryan,21.76,7.9,5148.0,70000000,481840909,cs,Paramount Pictures,United States of America,1998-07-24,Tom Hanks,Steven Spielberg,688.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
858,Sleepless in Seattle,10.23,6.5,630.0,21000000,227799884,en,TriStar Pictures,United States of America,1993-06-24,Tom Hanks,Nora Ephron,1084.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,Dangerous Liaisons,11.47,7.099999999999999,267.0,14000000,34670720,en,Lorimar Film Entertainment,United Kingdom,1988-12-16,Glenn Close,Stephen Frears,247.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
860,WarGames,8.32,7.0,517.0,12000000,79567667,en,United Artists,United States of America,1983-06-03,Matthew Broderick,John Badham,663.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
861,Total Recall,12.949999999999998,7.099999999999999,1745.0,65000000,261317921,en,TriStar Pictures,United States of America,1990-06-01,Arnold Schwarzenegger,Paul Verhoeven,402.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,Toy Story,21.95,7.7,5415.0,30000000,373554033,en,Pixar Animation Studios,United States of America,1995-10-30,Tom Hanks,John Lasseter,1245.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,Toy Story 2,17.55,7.3,3914.0,90000000,497366869,en,Pixar Animation Studios,United States of America,1999-10-30,Tom Hanks,John Lasseter,552.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Cool Runnings,8.31,6.8,510.0,14000000,154864401,en,Walt Disney,United States of America,1993-09-30,Leon Robinson,Jon Turteltaub,1106.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,The Running Man,9.39,6.4,713.0,27000000,38122105,en,Keith Barish Productions,United States of America,1987-11-13,Arnold Schwarzenegger,Paul Michael Glaser,141.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Finding Neverland,15.53,7.2,1269.0,25000000,116766556,en,Miramax Films,United Kingdom,2004-10-17,Johnny Depp,Marc Forster,467.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Sliver,11.23,4.9,144.0,40000000,116300000,en,Paramount Pictures,United States of America,1993-05-21,Sharon Stone,Phillip Noyce,290.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Tsotsi,6.080000000000001,6.900000000000001,96.0,3000000,9879971,af,Movieworld Productions,South Africa,2005-08-18,Presley Chweneyagae,Gavin Hood,329.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,Planet of the Apes,17.32,5.599999999999999,1270.0,100000000,362211740,en,Twentieth Century Fox Film Corporation,United States of America,2001-07-25,Mark Wahlberg,Tim Burton,362.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
871,Planet of the Apes,17.78,7.5,958.0,5800000,33395426,en,Twentieth Century Fox Film Corporation,United States of America,1968-02-07,Charlton Heston,Franklin J. Schaffner,575.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
872,Singin' in the Rain,11.06,7.9,747.0,2540800,7200000,en,Metro-Goldwyn-Mayer (MGM),United States of America,1952-04-10,Gene Kelly,Stanley Donen,283.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,The Color Purple,11.57,7.7,345.0,15000000,146292009,en,Amblin Entertainment,United States of America,1985-12-18,Whoopi Goldberg,Steven Spielberg,975.2800000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
874,A Man for All Seasons,7.0,7.5,90.0,3900000,28350000,en,Columbia Pictures Corporation,United Kingdom,1966-12-12,Paul Scofield,Fred Zinnemann,726.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Hook,14.51,6.7,1563.0,70000000,300854823,en,Amblin Entertainment,United States of America,1991-12-11,Robin Williams,Steven Spielberg,429.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,A Few Good Men,12.33,7.1,899.0,40000000,243240178,en,David Brown Productions,United States of America,1992-12-11,Tom Cruise,Rob Reiner,608.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
887,The Best Years of Our Lives,6.07,7.6,148.0,2100000,23650000,en,"Samuel Goldwyn Company, The",United States of America,1946-12-25,Fredric March,William Wyler,1126.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
888,The Flintstones,15.020000000000001,5.0,559.0,46000000,341631208,en,Universal Pictures,United States of America,1994-05-26,John Goodman,Brian Levant,742.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
889,The Flintstones in Viva Rock Vegas,6.05,4.4,140.0,83000000,59468275,en,Universal Pictures,United States of America,2000-04-28,Mark Addy,Brian Levant,71.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
891,All the President's Men,12.42,7.6,424.0,8500000,70600000,es,Wildwood Enterprises,United States of America,1976-04-04,Robert Redford,Alan J. Pakula,830.59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
892,Delicatessen,12.57,7.4,320.0,4000000,1794187,fr,Hachette Première,France,1991-04-17,Dominique Pinon,Jean-Pierre Jeunet,44.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,Birdman of Alcatraz,4.47,7.0,71.0,2650000,3100000,en,Norma Productions,United States of America,1962-07-03,Burt Lancaster,John Frankenheimer,116.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
901,City Lights,10.89,8.2,444.0,1500000,19181,en,Charles Chaplin Productions,United States of America,1931-01-30,Charlie Chaplin,Charlie Chaplin,1.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,The City of Lost Children,9.82,7.6,308.0,18000000,1738611,cn,Procirep,France,1995-05-16,Ron Perlman,Jean-Pierre Jeunet,9.66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
903,Cool Hand Luke,9.72,7.7,390.0,3000000,16217773,en,Warner Bros.,United States of America,1967-06-22,Paul Newman,Stuart Rosenberg,540.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Doctor Zhivago,8.49,7.4,252.0,11000000,111858363,en,Metro-Goldwyn-Mayer (MGM),Italy,1965-12-22,Omar Sharif,David Lean,1016.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
913,The Thomas Crown Affair,10.96,6.7,349.0,48000000,124305181,en,Irish Dreamtime,United States of America,1999-08-06,Pierce Brosnan,John McTiernan,258.97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
914,The Great Dictator,9.24,8.1,756.0,2000000,11000000,en,United Artists,United States of America,1940-10-15,Charlie Chaplin,Charlie Chaplin,550.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,Bullitt,7.02,7.0,273.0,5500000,42300873,en,Solar Productions,United States of America,1968-10-17,Steve McQueen,Peter Yates,769.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Blind Date,6.7,5.6,115.0,18000000,39321715,en,Permut Presentations,United States of America,1987-03-27,Kim Basinger,Blake Edwards,218.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,Cars,18.91,6.6,3991.0,120000000,461983149,en,Walt Disney Pictures,United States of America,2006-06-08,Owen Wilson,John Lasseter,384.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,Cinderella Man,6.36,7.3,630.0,88000000,108539911,en,Miramax Films,United States of America,2005-06-02,Russell Crowe,Ron Howard,123.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
923,Dawn of the Dead,19.24,7.400000000000001,597.0,650000,55000000,en,Laurel Group,Italy,1978-09-02,David Emge,George A. Romero,8461.54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
924,Dawn of the Dead,13.16,6.8,1039.0,28000000,102356381,en,New Amsterdam Entertainment,United States of America,2004-03-19,Sarah Polley,Zack Snyder,365.56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
925,Do the Right Thing,10.47,7.6,301.0,6500000,37295445,en,Universal Pictures,United States of America,1989-06-30,Danny Aiello,Spike Lee,573.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
926,Galaxy Quest,15.83,6.9,722.0,45000000,90683916,en,DreamWorks SKG,United States of America,1999-12-23,Tim Allen,Dean Parisot,201.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,Gremlins,11.33,6.9,1629.0,11000000,153083102,en,Amblin Entertainment,United States of America,1984-06-07,Zach Galligan,Joe Dante,1391.66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
928,Gremlins 2: The New Batch,14.38,6.3,664.0,50000000,41482207,en,Amblin Entertainment,United States of America,1990-06-15,Zach Galligan,Joe Dante,82.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,Godzilla,11.3,5.3,1075.0,130000000,379014294,en,TriStar Pictures,United States of America,1998-05-20,Matthew Broderick,Roland Emmerich,291.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9.8,8.0,1472.0,1800000,9440272,en,Hawk Films,United Kingdom,1964-01-29,Peter Sellers,Stanley Kubrick,524.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
938,For a Few Dollars More,13.300000000000002,7.8,988.0,600000,15000000,it,Constantin Film Produktion,Italy,1965-12-18,Clint Eastwood,Sergio Leone,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
941,Lethal Weapon,13.18,7.0,1367.0,15000000,120207127,en,Silver Pictures,United States of America,1987-03-06,Mel Gibson,Richard Donner,801.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,Lethal Weapon 2,12.83,6.7,1066.0,25000000,227853986,en,Silver Pictures,United States of America,1989-07-07,Mel Gibson,Richard Donner,911.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,Lethal Weapon 3,10.79,6.4,824.0,35000000,321731527,en,Silver Pictures,United States of America,1992-05-15,Mel Gibson,Richard Donner,919.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,Lethal Weapon 4,14.470000000000002,6.3,782.0,140000000,285444603,en,Silver Pictures,United States of America,1998-07-10,Mel Gibson,Richard Donner,203.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Lawrence of Arabia,10.89,7.8,870.0,15000000,69995385,ar,Horizon Pictures (II),United Kingdom,1962-12-10,Peter O'Toole,David Lean,466.64000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,Halloween,13.67,7.4,1066.0,300000,70000000,en,Compass International Pictures,United States of America,1978-10-25,Donald Pleasence,John Carpenter,23333.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
949,Heat,17.92,7.7,1886.0,60000000,187436818,en,Regency Enterprises,United States of America,1995-12-15,Al Pacino,Michael Mann,312.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Ice Age: The Meltdown,16.65,6.5,3034.0,80000000,660940780,en,Blue Sky Studios,United States of America,2006-03-23,Ray Romano,Carlos Saldanha,826.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,Kindergarten Cop,3.67,5.8,643.0,15000000,201957688,en,Imagine Entertainment,United States of America,1990-12-21,Arnold Schwarzenegger,Ivan Reitman,1346.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Madagascar,16.14,6.6,3322.0,75000000,532680671,en,DreamWorks SKG,United States of America,2005-05-25,Ben Stiller,Eric Darnell,710.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
954,Mission: Impossible,15.79,6.7,2677.0,80000000,457696359,en,Paramount Pictures,United States of America,1996-05-22,Tom Cruise,Brian De Palma,572.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,Mission: Impossible II,18.97,5.900000000000001,1966.0,125000000,546388105,en,Paramount Pictures,Germany,2000-05-24,Tom Cruise,John Woo,437.10999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Mission: Impossible III,15.69,6.5,2062.0,150000000,397850012,de,Paramount Pictures,China,2006-05-03,Tom Cruise,J.J. Abrams,265.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Spaceballs,9.1,6.7,924.0,22700000,38119483,en,Brooksfilms Ltd.,United States of America,1987-06-24,Mel Brooks,Mel Brooks,167.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,The Gold Rush,6.2,7.7,308.0,923000,2500000,en,Charles Chaplin Productions,United States of America,1925-06-25,Charlie Chaplin,Charlie Chaplin,270.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,The Maltese Falcon,5.78,7.8,435.0,375000,1000000,en,Warner Bros.,United States of America,1941-11-18,Humphrey Bogart,John Huston,266.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
966,The Magnificent Seven,10.65,7.4,472.0,2000000,4905000,en,The Mirisch Corporation,United States of America,1960-10-22,Yul Brynner,John Sturges,245.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
967,Spartacus,11.11,7.3,472.0,12000000,60000000,en,Bryna Productions,United States of America,1960-10-06,Kirk Douglas,Stanley Kubrick,500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
